artist,song_title,lyrics
Pikeno e Menor,Os Meninos Que As Meninas Gostam,"esses são os menino\nque as meninas gosta\nbaladeiro mesmo e deixa que (vai segurando)\né os menino que as meninas gosta\nbaladeiro mesmo e deixa que nós lança\nninguém dorme hoje e a noite é uma criança\nchama as menina e os parça daora\npode vim, que a festa começa agora\nde uns dias, nós já tá representando\nno estilo os moleque tá deitando\num quilo no braço, dois quilo na corda\nagora me fala se nós não tá foda\ntá fazendo coleção de namorada\numa em floripa e outra na baixada\nvai de ponta a ponta, pra nós tirar onda\né tanta mulher que até perdemo a conta\nacho que ficar solteiro é bem melhor\nmas quem tá solteiro nunca fica só\neu não tenho culpa se esse é meu defeito\neu nasci pra ser feliz e não perfeito\nsó de olhar já mexe e nós se diverte\nmanda beijo nelas, que elas se derrete\njá roubamo a cena, é todinha nossa\nnós é os menino que as menina gosta\nnossa ousadia faz a diferença\nmas só sei que delas nós é preferência\npra tua pergunta, essa é a resposta\nnós é os menino que as menina gosta\nquer passar de ano, vem com nós, tu brilha\nelas sabe que nós é mó picadilha\né mó maravilha, com as gata do lado\nquem vem de onde eu venho só anda pesado\nse for aventura, que seja bem vinda\na vida é louca, mas nós é mais louco ainda\numa na avenida pro fim de semana\nse marcar, nós parte pra copacabana\ne o pião com os parceiro não tem preço\nnossa humildade vem além do berço\nquem é nós encosta, quem não é tem medo\nos de verdade dá pra contar nos dedo\nplayboy fica atacado com os pivete\nelas pira quando nós leva pro jet\ncom eles, rotina, com nós, aventura\nagora adivinha quem elas procura\nsó de olhar já mexe e nós se diverte\nmanda beijo nelas, que elas se derrete\njá roubamo a cena, é todinha nossa\nnós é os menino que as menina gosta\nnossa ousadia faz a diferença\nmas só sei que delas nós é preferência\npra tua pergunta, essa é a resposta\nnós é os menino que as menina gosta\n"
MC Doni,Resumo Sem Compromisso (Sintonia),"pô netflix que isso mano?\nvocês não acham que está faltando\num ritmo aqui?\ndeixa que o pai vai resolver isso\nsolta o som netflix\nque esse aqui é o resumo\nsem compromisso\nnão adianta tentar se lembrar\nfaz mais de dois anos que não desenrola\nsintonia voltou pra ficar\neu não lembro de nada e agora?\nvem aqui para o nosso resumo\nseguimos no corre e a gente é assim\no doni acertou um hit\nvacilou, perdeu aí\npoucas idéias\nnando tá aqui\na dondoka meteu o louco e virou um feat do mc\npega visão, se liga ai!\na rita tomou porrada e recorreu á sueli\nperdão daqui, perdão dali\nnando fez uma pro crime\npôd o ganso pra dormir\ne casa cai, tio moiô aí!\ntem coisa que nem quero lembrar\na morte do seu chico ainda me apavora\nmercadinho não pode fechar\npara sempre meu pai na memória!\no importante que nós segue junto\na série deu volta e acabou assim\no doni assinou contrato e em muito palco\nvai subir\né show aqui, é show ali\na rita foi batizada e na igreja vai seguir\norar aqui, orar ali\nnando entrou pra caminhada ó badá ligando aí\né só b.o, tio, e treta aí\nse o negócio ficar feio as ideias é logo ali\né sintonia, respeita aí!\nagora sim, ta pronto, família o resumo de sintonia\npartiu segunda temporada?\nsó vamo!\n"
Pikeno e Menor,Conselho de Irmão 2,"[menor]\ntá no pensamento,\ntodos momentos que eu passei do seu lado eu estava\napaixonado.\né embaçado então, conselho de irmão,\nporque, ilusão só abala o coração\no que eu temia aconteceu,\npikeno vem me ajudar um conselho de irmão agora você\nvai me dar\neu jamais vou esquecer uma data como aquela por uma\nsimples conversa me apaixonei por ela\nai moleque tá ligado no momento eu não tô bem,\nagora eu tô carente precisando de alguém\nde lembranças só as boas por favor não leve a mal um\nsorriso como aquele eu nunca vou achar igual\npor favor te peço mano em você vou confiar,\nnão me considere um fraco se a lágrima rolar\ndiferentemente eu tô pagando meu veneno\nagora eu tô sofrendo e geral tá percebendo\né difícil esquecer uma noite como aquela\nno cantinho, numa sala, na cabeça só vem ela\numa decisão difícil machucou meu coração\nfoi difícil aceitar aquela separação\ncoração pede você como nunca um dia quis\nvamos continuar juntos e ter um final feliz\nvocê foi aquela mina que um dia me fez bem\nporque eu te quero demais como nunca quis alguém\nqueria voltar no tempo de novo te conhecer\neu não me arrependi de nada eu apenas posso dizer\nque cai na sua malícia e eu quero te lembrar\nfoi o meu primeiro amor e único, pode pa, é de\nverdade\no coração vai pedindo seu carinho quando não estás aqui\nbate frio eu estou sozinho\nagora arrependido eu estou aqui pra te dizer não vou me\nenganar ainda gosto de você...\n[pikeno]\ndemoro ai menor tô contigo nessa luta\ndesacreditou da vida doidão agora, escuta\ndiz que nunca vai chorar ninguém no mundo é o terror\no guerreiro mais respeitado na guerra também chorou\nmoleque tu vai seguir, levantar a cabeça\nessa mina não te merece ce pode ter certeza\nprometeu tá do seu lado no inferno ou no céu\ncade ela no momento pra fazer seu papel\no desejo dessa mina é sua humilhação\nda valor pra quem te ama e não pra uma ilusão\na beleza te faz bem mais não te traz o carinho\na flor mais linda do campo é lotada de espinho\nnão jogue sua vida fora por causa de mulher\nnesse jogo eu tô ligado você sabe qual que é\nencontrou o seu amor com uma linda princesa\na alegria dessa mina é a sua tristeza\neu consigo te entender melhor do que ninguém\ndeixa essa magoa de lado que eu só quero seu bem\na vida é mó batalha nóis tá junto pra vencer\nnessa guerra ai moleque mano eu sou mais você\neu te entendo ai moleque desabafa doidão\nnão esconde o que ce sente porque eu so seu irmão\nmais agora pare e pense escuta eu vo dize\nse ela te amasse mano não te faria sofrer\no pekeno no conselho aqui mano tá dizendo\nvocê é moleque top porra tá esquecendo\ncade aquele moleque mano que eu conheci\nque falava que amor nunca iria sentir\na vida é complicada tá ligado menor\nnão desacredita dela que até pode ser pior\no tempo passa vai e vem e um dia as coisa muda\num conselho de irmão tá ligado sempre ajuda\n[menor]\npra que eu vo sofrer em silêncio\nse meu coração tá ouvindo tudo?\nnão adianta esconder tudo na vida muda\num conselho de irmão sempre ajuda\nilusão tá ligado só abala o coração\nnessa guerra ai moleque mano eu sou mais você!\n"
MC Carol,Liga Pro Samu,explanou no microfone\nque queria transar\nela bebeu demais\nela falou sem pensar\nminha amiga não é disso\nela é mina de família\nse embalou no ritmo\nritmo da putaria\nliga pra samu\nliga pra samu\nela quis transar com três\ndeu hemorragia no cu\neu fui atrás\neu avisei\nquando eu fui ver\nela foi embora com três\no dj anunciou\ntô muito preocupada\na minha amiga tá na treta desmaiada\nliga pra samu\nliga pra samu\nela quis transar com três\ndeu hemorragia no cu\nexplanou no microfone\nque queria transar\nela bebeu demais\nela falou sem pensar\nminha amiga não é disso\nela é mina de família\nse embalou no ritmo\nritmo da putaria\nliga pra samu\nliga pra samu\nela quis transar com três\ndeu hemorragia no cu\neu fui atrás\neu avisei\nquando eu fui ver\nela foi embora com três\no dj anunciou\ntô muito preocupada\na minha amiga tá na treta desmaiada\nliga pra samu\nliga pra samu\nela quis transar com três\ndeu hemorragia no cu\n
MC Carol,How Deep Is Your Love Caralho (remix),"hoje eu vou jogar minha xota avanço\nminha xota avanço\nvou jogar pro dordê pro johnny e o venancio\nminha xota avanço\nmenina sem coração\nbandido apaixonado\ne cadê o amor? foi pra casa do caralho\nbandida sem coração\nparafuso apaixonado\ne cadê o amor? foi pra casa do caralho\nfoi pra casa do caralho\ne cadê o amor? foi pra casa do caralho\nfoi pra casa do caralho\ne cadê o amor? foi pra casa do caralho\nfoi pra casa do caralho\nfoi pra casa do caralho\ndei um fim na relação, você não acreditou\npor causa de traição o amor acabou\ne cadê o amor? foi pra casa do caralho\ne cadê o amor? foi pra casa do caralho\nnão existe mais amor\na moda é uma pentada\nusando camisinha\npele a pele é mó furada\ne cadê o amor? foi pra casa do caralho\ne cadê o amor? foi pra casa do caralho\nfoi pra casa do caralho\ne cadê o amor? foi pra casa do caralho\nfoi pra casa do caralho\ne cadê o amor? foi pra casa do caralho\nfoi pra casa do caralho\nquebro ela\nquebro ela\neu ja peguei o marido dela\nquebro ela\nquebro ela\neu ja peguei o marido dela\nse você roncar pra mim eu te passo na favela\nquebro ela\nquebro ela\neu já peguei o marido dela\nquebro ela\nquebro ela\neu já peguei o marido dela\na chifruda ta piando\neu vou pegar na frente dela\nquebro ela\nquebro ela\npeguei o marido dela\nquebro ela\nquebro ela\neu já peguei o marido dela\nfoi pra casa do caralho\ne cadê o amor? foi pra casa do caralho\nfoi pra casa do caralho\ne cadê o amor? foi pra casa do caralho\n"
MC Anjim,Deixou Se Levar (part. DJ Davi Kneip),e olha só como ela vem de pijama ou saia\ntrazendo lembranças de quando ia lá em casa\nolha só como ela vem com coisas passadas\ntirando meu foco com brigas que não deu em nada\ne eu que\nnunca fui o mais perfeito\nnunca fiz nada direito\nmas tu caiu no conceito com esse seu jeito\ndeixou se levar\nfez tudo acabar\na culpa é sua\ntrocou o sol que te brilhava pela lua\nfez tudo acabar\ne a culpa é sua\ntrocou o love de manhã pelas madruga\nse tu prefere embora eu não vou negar\na gente se encontra melhora\nsó toma cuidado pra não me avistar\ncom com a sua amiguinha na minha cola\ndessa vez não foi só tu que caiu no golpe\ndas volta que o mundo da\né que tua amiguinha vem senta\né o davi kneip e o anjim\n
MC Anjim,"Cypher -1 7LC (part. MC Laranjinha, MC Mika, MC VH, MC Kotim e MC Vitin LC)","[mc anjim]\né que direto eu tô na madruga com duas na minha garupa\ndeixando somente o rastro da planta\ngosto da dupla do atura ou surta que nunca inventa desculpa\nse eu ligo elas faz mó questão de brotar\nsei que é foda a vida que eu vivo, amante quer compromisso\ne a fiel tá querendo me controlar\nmal elas sabem que eu sou envolvido, insistem em ficar comigo\ntem anjim avontz pra duas sentar\nsó não pode rolar desavença, ai, ai\nentre minha fiel e minha amante\nfico na indecisão cruel, ai, ai\nentre ouro branco e diamante\nsó não pode rolar desavença, ai, ai\nentre minha fiel e minha amante\nfico na indecisão cruel, indecisão cruel\nentre ouro branco e diamante\nsó não pode rolar desavença, ai, ai\nentre minha fiel e minha amante\nfico na indecisão cruel, indecisão cruel\nentre ouro branco e diamante\n[mc laranjinha]\nah, meu deus do céu, decisão difícil\na minha amante quer compromisso\nvuco enquanto a minha fiel\njá tá meio encucada perdendo o juízo\njá dei o papo que é só no sigilo\nzapisco sem se apegar\nporque eu sou vigarista\nflap, splash e plá, plá, plá\nvivo vivaço e vivendo, rá\nmeu coração, nem vai rolar\nnão peida, xerequinha\nsua hora vai chegar\nvivo vivaço e vivendo, rá\nmeu coração, nem vai rolar\nnão peida, xerequinha\nsua hora vai chegar\nolha essa dupla\nde xerecusca\natura ou surta\nfé nas maluca\nolha essa dupla\nde xerecusca\natura ou surta\nfé nas maluca\nolha essa du-\nde xerecusca\natura ou surta\nfé nas maluca\n[mc vh diniz]\ncupido\ncupido\ncupido, me tira dessa indecisão\njá não sei mais o que escolher na relação\nfiel quer caso sério, amante disse compromisso\nmas nunca fui de lero, eu sou do morro e sabe disso\ncalma, coração, não precisa brigar\ntem o suficiente pra vocês duas sentar\nque mundo cruel\nde dia tô com a amante, de noite tô com a fiel\ncalma, coração, não precisa brigar\ntem o suficiente pra vocês duas sentar\nque mundo cruel\nde dia tô com a amante, de noite tô com a fiel\n[mc mika]\neu que dei o melhor de mim e tu sempre foi cruel\nperdi várias madrugadas só de fuga no motel\ntu me negou compromisso e hoje quer lua-de-mel\ntu rasgou meu coração igual folha de papel\nquase caí na ilusão, eu só quis te levar pro céu\ntu provou da minha sentada e da pepeca de mel\neu era amante e fiel, amante e fiel\nque eu prometi que eu ia te levar pro céu\nque eu era amante e fiel, amante e fiel\nque eu prometi que eu ia te levar pro céu\ne eu já cansei, não tem compromisso\nnão tem replay, só me dá prejuízo\neu já cansei, não tem compromisso\nnão tem replay, você só me dá prejuízo\n[mc kotim]\noi, ela quer um caso sério, mas já tenho compromisso\nte falei desde o início pra não se apegar\neu sei que eu faço gostoso, é muitas horas de carinho\npra fiel eu dou amor e você quero uma sentada\ntô numa escolha difícil entre a dama e a rainha\nela sabe que é gostosa e agora quer pressionar\nmenina, você entenda que eu só quero te empurrar\nporque no final da transa pra fiel eu vou voltar, yeah\noi, pra fiel eu vou voltar, ah, ah\nentão desce com o rabetão, já pode descer tranquila\njoga, vai no chão, quica, quica molhadinha, ah\noi, quica, quica molhadinha, ah (ah)\nentão desce com o rabetão, já pode descer tranquila\njoga, vai no chão, quica, quica molhadinha, ah\noi, quica, quica molhadinha, ah (ai, ai, ai, ai)\n[mc vitin lc]\nsó de fuga no rasante com a cintura ignorante\nno meio do baile funk que eu trombei minha fiel\nde manhã disse que tava mal e falou que não ia sair\nolha ela mentindo pra mim, olha ela mentindo pra mim\nde manhã disse que tava mal e falou que não ia sair\nolha ela mentindo pra mim, olha ela mentindo pra mim\ne hoje eu taco, taco tudo nela no motel\ntô com a amante que a fiel não cumpre seu papel\ne hoje eu taco (e hoje eu taco), taco tudo nela no motel\ntô com a amante (tô com a amante), lc que te leva pro céu\ne hoje eu taco, taco tudo nela no motel\ntô com a amante (com a amante) que a fiel não cumpre seu papel\ne hoje eu taco (taco), taco tudo nela no motel\noi, dj caio te leva pro céu\noi, oi, oi (oi)\n"
MC Anjim,"Golpe Nas Que Mente (feat. MC Magal, MC L da Vinte e MC Vitin LC)","que eu pego meu plantão de dia maior parada\nlargo de madrugada, pra chegar final de semana\nter bastante whisky muita balãozada\ndia de baile se eu tiver na pista a\nnovinha me avista de glock na cinta\ne a romeu 2 tá tampando minha vista\nporque nóis é elegante sim\nmas tem fiel tem amante, e se a de fé descobrir (vish)\nvai ser chuva de trasante, porque nóis é elegante sim\nmas tem fiel tem amante, e se a de fé descobrir (vish)\nvai ser chuva de trasante\nplatinado golpe nas que mente\nme vejo lombrado menor e delinquente\nela gosta ela gosta quando mostra\nquando mostra o pentão de 30\nsem camisa exibindo ela na cinta\nsem camisa exibindo ela na cinta\nde bico verde tg de black e balão\nque elas gostam do meu estilo\ndos meus carros e das tatuagens\nnão gosto que ficam me olhando\nna intenção de sacanagem\nvou deixar você ficar comigo\nvou te dar essa sucessagem é bandida não\nbrinca em serviço e mata essa vontade\nvai com a bunda no chãono chão, no chão\nno chão vai com a bunda no chão, potranca\npotranca empina o bumbum na garupa e balança\no bom de eu ser envolvido\né ter uns pente certeiro que não faz eu não\ngastar nada e vale bem mais que um puteiro\nnão quer status nem fama\nnem ostentar do meu dinheiro\nfaz questão de meiar a conta pra me dar\no dia inteiro, eu gosto das princesinha\nque não faz pirraça que brota\nde longe pra sentar pra mim de graça\nquando a transa é garantida a 25g nóis paga\ne elas vem tranquila pra sentar na vara\n"
Kevinho,Chama Neném,"mano, que menina descarada, ela é mó safada\ncheia de conversa saliente\nmandou umas fotos censuradas\ntrês da madrugada, com uma proposta indecente\nchama, neném, que eu vou te pegar\nsua mãe não tá em casa, então pode jogar\nchama, neném, que eu vou te pegar\nsua mãe não tá em casa, então pode jogar\nchama, neném, que eu vou te pegar\nsua mãe não tá em casa, então pode jogar\nchama, neném, que eu vou te pegar\nsua mãe não tá em casa, então pode jogar\neu conheci tem uma semana e já tô na cama dela\npaga, paga de princesa e perde a linha na favela\neu conheci tem uma semana e já tô na cama dela\npaga de princesa e perde a linha na favela\nchama, neném, que eu vou te pegar\nsua mãe não tá em casa, então pode jogar\nchama, neném, que eu vou te pegar\nsua mãe não tá em casa, então pode jogar\nchama, neném, que eu vou te pegar\nsua mãe não tá em casa, então pode jogar\nchama, neném, que eu vou te pegar\nsua mãe não tá em casa, então pode jogar\nchama, neném, que eu vou te pegar\nsua mãe não tá em casa, então pode jogar\nchama, neném, que eu vou te pegar\nsua mãe não tá em casa, então pode jogar\njogar, jogar, jogar, ah, ah, ah, ah\njogar, jogar, jogar, ah, ah, ah\njogar, jogar, jogar, ah, ah, ah, ah\njogar, jogar, jogar, ah, ah, ah, ah, ah\njogar, ah, ah, ah\nchama, neném, que o kevinho vai te pegar\n"
Kevinho,Agora É Tudo Meu (part. Dennis DJ),"ela tá solta\nde tanto que ele prendeu (tanto que ele prendeu)\naquela boca\ntá procurando um cara que nem eu\nque deixa ela de boa pra dançar na pista\nentre quatro paredes faz o que ela gosta\nsabe aquela sentada que ele perdeu?\nxii, agora é tudo meu!\nseu coração não faz tum tum\nagora ela só bate com o bumbum\nseu coração não faz tum tum (xii!)\ne agora ela só bate com o bumbum\nbumbum, bumbum, bumbum, bumbum (vai)\nbumbum, bumbum, bum, bumbum (bum!)\nagora ela só bate com o bumbum\nbumbum, bumbum, bumbum, bumbum (vai)\nbumbum, bumbum, bum, bumbum (joga pro alto!)\nagora ela só bate com o bumbum\nvem jogando, vem jogando, vem jogando (vai, vai)\nvem jogando, vem jogando\njoga pro alto, mulher!\n(vai, vai)\nvem jogando, vem jogando, vem jogando (vai, vai)\nela tá solta\nde tanto que ele prendeu (tanto que ele prendeu)\naquela boca\ntá procurando um cara que nem eu\nque deixa ela de boa pra dançar na pista\nentre quatro paredes faz o que ela gosta\nsabe aquela sentada que ele perdeu?\nxii, agora é tudo meu!\nseu coração não faz tum tum (tum tum)\nagora ela só bate com o bumbum\nseu coração não faz tum tum (tum tum)\nagora ela só bate com o bumbum\nbumbum, bumbum, bumbum, bumbum\nbumbum, bumbum, bum, bumbum (joga pro alto, mulher!)\nagora ela só bate com o bumbum\nbumbum, bumbum, bumbum, bumbum\nbumbum, bumbum, bum, bumbum (bum!)\ne agora ela só bate com o bumbum\nseu coração não faz tum tum (tum tum)\nagora ela só bate com o bumbum\nseu coração não faz tum tum (tum tum)\ne agora ela só bate com o bumbum\nbumbum, bumbum, bumbum, bumbum\nbumbum, bumbum, bum, bumbum (bum!)\nagora ela só bate com o bumbum\nbumbum, bumbum, bumbum, bumbum\nbumbum, bumbum, bum, bumbum (joga pro alto, mulher!)\nagora ela só bate com o bumbum\n"
